Title,store,description,"sale commission","click url",destination,"link id","link type","coupon code","promotion type","promotion start date","promotion end date"
"Exam Edge College Placement Certifications - Save 10%","Exam Edge","Exam Edge is a leading provider of online test preparation for College Placement certifications. We offer practice exams covering 31 subjects. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.dpbolvw.net/click-100179843-13275848-1608148945000,https://www.ExamEdge.com/CollegePlacement,13275848,"Text Link",SAVE-CJ10,Coupon,"2018-03-22 21:00:00","2025-03-22 21:00:00"
"Exam Edge - Save 10%","Exam Edge","Exam Edge is a leading provider of online certification prep tests. We offer practice exams in over 20 industries covering over 1800 subjects. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.kqzyfj.com/click-100179843-13260670-1608148945000,https://www.ExamEdge.com,13260670,"Text Link",SAVE-CJ10,Coupon,"2018-03-13 00:00:00","2025-03-19 00:02:00"
"Exam Edge Health Care - Save 10%","Exam Edge","Exam Edge is a leading provider of online certification prep tests for Healthcare. We offer practice exams covering over 400 subjects. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.kqzyfj.com/click-100179843-13272876-1608148945000,https://www.examedge.com/healthcare,13272876,Banner,SAVE-CJ10,Coupon,"2019-03-21 10:00:00","2022-05-21 21:00:00"
"Exam Edge - Act now and save 10% on AANP Nursing Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your AANP Nursing certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.jdoqocy.com/click-100179843-13344335-1608148945000,https://www.ExamEdge.com/AANP,13344335,"Text Link",SAVE-AANP,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on CORE Teaching Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your CORE Teaching certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.anrdoezrs.net/click-100179843-13344397-1608148945000,https://www.ExamEdge.com/CORE,13344397,"Text Link",SAVE-CORE,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on DANB Dental Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your DANB Dental certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.dpbolvw.net/click-100179843-13344401-1608148945000,https://www.ExamEdge.com/DANB,13344401,"Text Link",SAVE-DANB,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on FELE Teaching Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your FELE Teaching certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.dpbolvw.net/click-100179843-13344407-1608148945000,https://www.ExamEdge.com/FELE,13344407,"Text Link",SAVE-FELE,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on MTTC Teaching Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your MTTC Teaching certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.dpbolvw.net/click-100179843-13344428-1608148945000,https://www.ExamEdge.com/MTTC,13344428,"Text Link",SAVE-MTTC,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on ANMAC Healthcare Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your ANMAC Healthcare certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.anrdoezrs.net/click-100179843-13344372-1608148945000,https://www.ExamEdge.com/ANMAC,13344372,"Text Link",SAVE-ANMA,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on CSU College Placement Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your CSU College Placement certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.jdoqocy.com/click-100179843-13344377-1608148945000,https://www.ExamEdge.com/CSU,13344377,"Text Link",SAVE-CSU,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on AAMA Healthcare Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your AAMA Healthcare certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.kqzyfj.com/click-100179843-13344333-1608148945000,https://www.ExamEdge.com/AAMA,13344333,"Text Link",SAVE-AAMA,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on AAMAS Healthcare Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your AAMAS Healthcare certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.tkqlhce.com/click-100179843-13344334-1608148945000,https://www.ExamEdge.com/AAMAS,13344334,"Text Link",SAVE-AAMA,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on PECT Teaching Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your PECT Teaching certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.tkqlhce.com/click-100179843-13344502-1608148945000,https://www.ExamEdge.com/PECT,13344502,"Text Link",SAVE-PECT,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on PSAE High School Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your PSAE High School certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.tkqlhce.com/click-100179843-13344509-1608148945000,https://www.ExamEdge.com/PSAE,13344509,"Text Link",SAVE-PSAE,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on AHIMA Healthcare Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your AHIMA Healthcare certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.anrdoezrs.net/click-100179843-13344513-1608148945000,https://www.ExamEdge.com/AHIMA,13344513,"Text Link",SAVE-AHIM,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on AMT Healthcare Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your AMT Healthcare certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.anrdoezrs.net/click-100179843-13344515-1608148945000,https://www.ExamEdge.com/AMT,13344515,"Text Link",SAVE-AMT,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on ANCC Nursing Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your ANCC Nursing certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.dpbolvw.net/click-100179843-13344520-1608148945000,https://www.ExamEdge.com/ANCC,13344520,"Text Link",SAVE-ANCC,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on AONE Nursing Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your AONE Nursing certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.dpbolvw.net/click-100179843-13344522-1608148945000,https://www.ExamEdge.com/AONE,13344522,"Text Link",SAVE-AONE,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
"Exam Edge - Act now and save 10% on ServSafe Service Industry Practice Tests","Exam Edge","Exam Edge is a leading provider of online test preparation for your ServSafe Service Industry certifications. Our exams are content focused helping you become as prepared as possible for your certification exam. We want you to walk out of the real exam confident and knowing that your time preparing with ExamEdge.com was a success!",15.00%,https://www.dpbolvw.net/click-100179843-13344528-1608148945000,https://www.ExamEdge.com/ServSafe,13344528,"Text Link",SAVE-Serv,Coupon,"2018-05-01 21:00:00","2025-05-24 21:00:00"
